Museum Name,Museum Type,Latitude,Longitude,Income,Revenue,State
NEW YORK AFRICAN AMERICAN HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.73742,-73.98113,0.0,0.0,NY
NEW YORK AQUARIUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.57715,-73.98584,0.0,0.0,NY
NEW YORK BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.86306,-73.88907,145780347.0,83116672.0,NY
NEW YORK CITY AIDS MEMORIAL,HISTORIC PRESERVATION,40.66267,-73.98039,1230689.0,1230689.0,NY
NEW YORK CITY FIRE MUSEUM,GENERAL MUSEUM,40.72565,-74.00652,493409.0,412649.0,NY
NEW YORK CITY PEACE MUSEUM,GENERAL MUSEUM,40.73622,-74.00879,0.0,0.0,NY
NEW YORK CITY POLICE MUSEUM,HISTORY MUSEUM,40.7062,-74.0099,983185.0,859314.0,NY
NEW YORK CITY VIETNAM VETERANS MEMORIAL PLAZA,GENERAL MUSEUM,40.70317,-74.00916,0.0,0.0,NY
NEW YORK FOOD MUSEUM,GENERAL MUSEUM,40.72152,-73.99576,0.0,0.0,NY
NEW YORK HALL OF SCIENCE,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.74716,-73.85343,26763491.0,24940387.0,NY
NEW YORK HISTORIC DISTRICTSPRESERVATION TRUST,HISTORIC PRESERVATION,40.73829,-73.9764,20000.0,0.0,NY
NEW YORK HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.79948,-73.95349,0.0,0.0,NY
NEW YORK IRISH,HISTORIC PRESERVATION,40.73075,-74.00441,0.0,0.0,NY
NEW YORK LABOR HISTORY ASSOCIATION,HISTORIC PRESERVATION,40.73075,-73.9988,18535.0,18535.0,NY
NEW YORK LANDMARKS CONSERVANCY,HISTORIC PRESERVATION,40.70381,-74.01275,6388320.0,3327505.0,NY
NEW YORK MILLS HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.10535,-75.29356,0.0,0.0,NY
NEW YORK MUSEUM OF SKIING AND SKI HALL OF FAME,GENERAL MUSEUM,43.70061,-73.96169,0.0,0.0,NY
NEW YORK MUSEUM OF TRANSPORTATION,HISTORY MUSEUM,43.04512,-77.67037,50601.0,47609.0,NY
NEW YORK MUSEUM OF TRANSPORTATION AT RIVERTON,HISTORY MUSEUM,43.04512,-77.67037,50601.0,47609.0,NY
NEW YORK PHILATELIC EXHIBITION,GENERAL MUSEUM,40.74813,-73.982,92485.0,92485.0,NY
NEW YORK PRESERVATION ARCHIVE PROJECT,HISTORIC PRESERVATION,40.77502,-73.95757,72313.0,72313.0,NY
NEW YORK SPORTS MUSEUM AND HALL OF FAME,GENERAL MUSEUM,40.75269,-73.97587,0.0,0.0,NY
NEW YORK STATE ARCHIVES,HISTORIC PRESERVATION,42.6547,-73.75776,1059346.0,755268.0,NY
NEW YORK STATE EAGLES MUSEUM,GENERAL MUSEUM,42.43603,-76.5119,0.0,0.0,NY
NEW YORK STATE GRANGE MUSEUM,GENERAL MUSEUM,42.6062,-76.1694,0.0,0.0,NY
NEW YORK STATE HISTORICAL ASSOCIATION,HISTORY MUSEUM,42.72633,-74.92567,11324039.0,8107903.0,NY
NEW YORK STATE LITERARY CENTER,GENERAL MUSEUM,43.09564,-77.44191,18510.0,18510.0,NY
NEW YORK STATE MILITARY MUSEUM AND RESEARCH CENTER,HISTORY MUSEUM,43.0831,-73.7807,88615.0,81809.0,NY
NEW YORK STATE MUSEUM,GENERAL MUSEUM,42.6547,-73.75776,0.0,0.0,NY
NEW YORK STATE MUSEUM INSTITUTE CULTURAL EDUCATION CENTER,HISTORY MUSEUM,42.6547,-73.75776,1104.0,1104.0,NY
NEW YORK STATE MUSEUM LAB,GENERAL MUSEUM,43.05659,-73.3553,0.0,0.0,NY
NEW YORK STATE OLD TIMES,GENERAL MUSEUM,43.53267,-75.74458,0.0,0.0,NY
NEW YORK STATE SHIELDS,HISTORIC PRESERVATION,41.02048,-73.80171,0.0,0.0,NY
NEW YORK STATE SOCIETY OF THE CINCINNATI,HISTORIC PRESERVATION,41.50511,-73.96508,36733.0,36733.0,NY
NEW YORK STEAM ENGINE ASSOCIATION,HISTORIC PRESERVATION,43.0076,-77.1034,244485.0,189500.0,NY
NEW YORK TRANSIT MUSEUM,GENERAL MUSEUM,40.69039,-73.98876,5421665.0,2156641.0,NY
NEWARK VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.22683,-76.16494,0.0,0.0,NY
NEWBURGH PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,41.5079,-74.01513,15670.0,15670.0,NY
NEWCOMB HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.96445,-74.14252,0.0,0.0,NY
NEWFANE HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.31938,-78.71903,58792.0,48755.0,NY
NEWFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.33859,-76.60787,0.0,0.0,NY
NEWSTEAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.02042,-78.50844,15742.0,15742.0,NY
NEXT ART GALLERY,ART MUSEUM,40.72267,-74.00642,33645551.0,33645551.0,NY
NEXT STOP TUPPER LAKE,HISTORIC PRESERVATION,44.24464,-74.47611,0.0,0.0,NY
NIAGARA AEROSPACE MUSEUM,GENERAL MUSEUM,43.09949,-78.94089,127975.0,126505.0,NY
NIAGARA AQUARIUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",43.09422,-79.06056,2229112.0,1865585.0,NY
NIAGARA COUNTY COMMUNITY COLLEGE PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,43.14547,-78.87756,0.0,0.0,NY
NIAGARA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.17011,-78.70318,615554.0,498237.0,NY
NIAGARA EXPERIENCE CENTER,GENERAL MUSEUM,43.08554,-79.06238,0.0,0.0,NY
NIAGARA FALLS VETERANS MEMORIAL COMMISSION,HISTORIC PRESERVATION,43.09692,-79.02819,0.0,0.0,NY
NIAGARA SCIENCE MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,43.12044,-79.04541,100.0,100.0,NY
NICHOLAS ROERICH MUSEUM,GENERAL MUSEUM,40.80289,-73.96883,10616384.0,0.0,NY
NOBLE MARITIME COLLECTIONS,ART MUSEUM,40.64468,-74.09988,384485.0,363501.0,NY
NORTH AMERICAN INDIAN PROJECT CULTURAL CENTER,GENERAL MUSEUM,43.06089,-76.1533,0.0,0.0,NY
NORTH CASTLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.12739,-73.69117,323873.0,126233.0,NY
NORTH CHATHAM HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.47114,-73.63186,0.0,0.0,NY
NORTH COLLINS HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.59628,-78.94212,0.0,0.0,NY
NORTH COUNTRY CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,44.66975,-74.97721,0.0,0.0,NY
NORTH COUNTRY CULTURAL CENTER,GENERAL MUSEUM,44.69687,-73.45504,1090188.0,1078048.0,NY
NORTH COUNTRY UNDERGROUND RAILROAD HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,44.52264,-73.46267,0.0,0.0,NY
NORTH CREEK RAILWAY DEPOT PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,43.70061,-73.96169,0.0,0.0,NY
NORTH EAST CLASSIC CAR MUSEUM,GENERAL MUSEUM,42.53676,-75.52225,847034.0,526530.0,NY
NORTH EAST HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.95296,-73.53076,0.0,0.0,NY
NORTH ELBA TOWN HOUSE,HISTORIC PRESERVATION,44.33394,-74.14451,0.0,0.0,NY
NORTH RIVER HISTORIC SHIP SOCIETY,HISTORIC PRESERVATION,40.7306,-73.98749,40218.0,40218.0,NY
NORTH SALEM HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.3278,-73.56901,0.0,0.0,NY
NORTH SHORE HISTORICAL MUSEUM,HISTORY MUSEUM,40.86317,-73.62588,191925.0,190208.0,NY
NORTH TONAWANDA HISTORY MUSEUM,HISTORY MUSEUM,43.02409,-78.87737,70532.0,70532.0,NY
NORTHEASTERN AMERICAN SOCIETY FOR EIGHTEENTH CENTURY STUDIES,HISTORIC PRESERVATION,43.11929,-77.62346,0.0,0.0,NY
NORTHEASTERN NEW YORK GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,41.70623,-73.92854,0.0,0.0,NY
NORTHEASTERN NEW YORK RAILROAD PRESERVATION GROUP,HISTORIC PRESERVATION,43.08682,-73.49738,0.0,0.0,NY
NORTHERN NEW YORK AGRICULTURAL,HISTORIC PRESERVATION,44.18501,-75.95945,0.0,0.0,NY
NORTHERN NEW YORK AGRICULTURAL HISTORICAL SOCIETY,HISTORIC PRESERVATION,44.18501,-75.95945,0.0,0.0,NY
NORTHPORT HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.90408,-73.33123,303225.0,135762.0,NY
NORTHPORT HISTORICAL SOCIETY MUSEUM,HISTORIC PRESERVATION,40.90106,-73.34664,303225.0,135762.0,NY
NORTHSIDE TOWN HALL COMMUNITY AND CULTURAL CENTER,HISTORIC PRESERVATION,40.72044,-73.95957,181680.0,181680.0,NY
NORTHWIND UNDERSEA INSTITUTE,GENERAL MUSEUM,40.84809,-73.78715,0.0,0.0,NY
NORWOOD HISTORICAL ASSOCIATION AND MUSEUM,HISTORIC PRESERVATION,44.75254,-74.99449,0.0,0.0,NY
NOTEWORTHY INDIAN MUSEUM,GENERAL MUSEUM,42.94037,-74.18678,0.0,0.0,NY
NUNDA HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.58711,-77.90326,0.0,0.0,NY
NUNDA PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,42.5555,-77.9256,0.0,0.0,NY
NURTUREART NON PROFIT,ART MUSEUM,40.70571,-73.93331,166231.0,166231.0,NY
NURTUREART NON-PROFIT,ART MUSEUM,40.71254,-73.93786,166231.0,166231.0,NY
NYIT GALLERY 61,ART MUSEUM,40.78306,-73.604,290272435.0,267436003.0,NY
OAK HILL PRESERVATION ASSOCIATION,HISTORIC PRESERVATION,42.40963,-74.1556,0.0,0.0,NY
OAK ORCHARD LIGHTHOUSE MUSEUM,GENERAL MUSEUM,43.3417,-78.13771,23453.0,17009.0,NY
OCEAN LINER MUSEUM,GENERAL MUSEUM,40.7934,-73.82687,0.0,0.0,NY
OHEKA,GENERAL MUSEUM,40.83419,-73.44984,58419.0,28427.0,NY
OLANA STATE HISTORIC SITE,HISTORIC PRESERVATION,42.25698,-73.76877,0.0,0.0,NY
OLD BETHPAGE VILLAGE RESTORATION,HISTORIC PRESERVATION,40.77394,-73.4482,0.0,0.0,NY
OLD BRUTUS HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.04949,-76.56292,0.0,0.0,NY
OLD FIELD FARMS,HISTORIC PRESERVATION,40.90336,-73.12088,89859.0,55794.0,NY
OLD FORT HOUSE MUSEUM,GENERAL MUSEUM,43.26214,-73.58,0.0,0.0,NY
OLD FORT NIAGARA,HISTORIC PRESERVATION,43.24683,-79.02702,1781817.0,1615329.0,NY
OLD FORT NIAGARA ASSOCIATION,HISTORY MUSEUM,43.24683,-79.02702,1781817.0,1615329.0,NY
OLD MERCHANT'S HOUSE MUSEUM,HISTORY MUSEUM,40.72774,-73.99227,423442.0,423442.0,NY
OLD MERCHANTS HOUSE OF NEW YORK,HISTORY MUSEUM,40.72774,-73.99227,423442.0,423442.0,NY
OLD ONAQUAGA HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.1857,-75.66101,0.0,0.0,NY
OLD STONE BARRACKS,HISTORIC PRESERVATION,44.69647,-73.45835,0.0,0.0,NY
OLD STONE HOUSE OF BROOKLYN,HISTORIC PRESERVATION,40.66737,-73.98811,295193.0,293847.0,NY
OLD VILLAGE HALL MUSEUMS,GENERAL MUSEUM,40.68479,-73.37126,0.0,0.0,NY
OLD VILLAGE OF UNION HISTORICAL SOCIEY,HISTORIC PRESERVATION,42.09498,-76.06034,172772.0,172772.0,NY
OLD WESTBURY GARDENS,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.76853,-73.60163,6534338.0,4842457.0,NY
OLEAN HISTORICAL AND PRESERVATION SOCIETY,HISTORIC PRESERVATION,42.07956,-78.4326,0.0,0.0,NY
ONASSIS CULTURAL CENTER,GENERAL MUSEUM,40.75968,-73.97625,0.0,0.0,NY
ONDERDONK LANDMARK SOCIETY,HISTORIC PRESERVATION,40.79365,-73.69201,0.0,0.0,NY
ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,HISTORIC PRESERVATION,40.76496,-73.97248,584584.0,580709.0,NY
ONEIDA COMMUNITY MANSION HOUSE,HISTORIC PRESERVATION,43.0613,-75.60404,877899.0,352506.0,NY
ONEIDA COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.09123,-75.25216,698899.0,678128.0,NY
ONEONTA WORLD OF LEARNING,CHILDREN'S MUSEUM,43.09933,-75.65568,0.0,0.0,NY
ONONDAGA HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,43.04841,-76.14919,2635824.0,956606.0,NY
ONONDAGA HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.02143,-76.19401,0.0,0.0,NY
ONTARIO & WESTERN RAILWAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.45327,-74.43116,49736.0,46705.0,NY
ONTARIO COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.8908,-77.28336,304373.0,290408.0,NY
ONTARIO HISTORICAL & LANDMARK PRESERVATION SOCIETY,HISTORIC PRESERVATION,43.25501,-77.30546,23536.0,21838.0,NY
ONTEORA HISTORIC PRESERVATION TRUST,HISTORIC PRESERVATION,40.73008,-73.97032,110385.0,110385.0,NY
OPALKA GALLERY,ART MUSEUM,42.72838,-73.69355,95982429.0,72202752.0,NY
ORANGE COUNTY FARMERS MUSEUM,HISTORY MUSEUM,41.52831,-74.27783,0.0,0.0,NY
ORANGE COUNTY FIREFIGHTERS MUSEUM,HISTORY MUSEUM,41.5255,-74.23482,44260.0,24992.0,NY
ORANGETOWN HISTORICAL MUSEUM AND ARCHIVES,HISTORIC PRESERVATION,41.0453,-73.98901,0.0,0.0,NY
ORANGETOWN MUSEUM,HISTORY MUSEUM,41.04106,-73.97646,0.0,0.0,NY
ORCHARD PARK TOWN HISTORICAL MUSEUM,HISTORY MUSEUM,42.7669,-78.74339,0.0,0.0,NY
ORISKANY VILLAGE MUSEUM,GENERAL MUSEUM,43.15358,-75.3285,0.0,0.0,NY
ORLEANS COUNTY HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,43.23092,-78.22121,0.0,0.0,NY
ORTLIP GALLERY,ART MUSEUM,42.42564,-78.15722,42192369.0,41620314.0,NY
OSSIAN HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.52163,-77.77901,0.0,0.0,NY
OSSINING HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.16704,-73.84641,50147.0,38414.0,NY
OSWEGO COUNTY VETERANS MUSEUM & HERITAGE CENTER,HISTORY MUSEUM,43.46168,-76.50643,0.0,0.0,NY
OSWEGO TOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.41651,-76.53386,388.0,388.0,NY
OXBOW HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,44.23616,-75.6152,0.0,0.0,NY
OYSTER BAY HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.87084,-73.53058,206707.0,198158.0,NY
OYSTER BAY RAIL ROAD MUSEUM,HISTORIC PRESERVATION,40.86615,-73.52898,620981.0,593994.0,NY
OYSTER BAY RAILROAD MUSEUM,HISTORIC PRESERVATION,40.87281,-73.5308,620981.0,593994.0,NY
OYSTERPONDS HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.13849,-72.3036,398422.0,310087.0,NY
PAINTED POST ERWIN MUSEUM,GENERAL MUSEUM,42.16685,-77.11519,0.0,0.0,NY
PALATINE HOUSE MUSEUM,GENERAL MUSEUM,42.66715,-74.29571,0.0,0.0,NY
PALEONTOLOGICAL RESEARCH INSTITUTION,NATURAL HISTORY MUSEUM,42.46633,-76.53691,2244518.0,2211502.0,NY
PARIS HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.97247,-75.24919,0.0,0.0,NY
PARISH TOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.41349,-76.10926,0.0,0.0,NY
PARISHVILLE HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,44.58947,-74.79245,0.0,0.0,NY
PARKER-O'MALLEY AIR MUSEUM,GENERAL MUSEUM,42.30858,-73.64424,0.0,0.0,NY
PARMA-HILTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.24997,-77.79129,0.0,0.0,NY
PARRISH ART MUSEUM,ART MUSEUM,40.9019,-72.36679,6246687.0,5561438.0,NY
PASOS PEACE MUSEUM,GENERAL MUSEUM,40.66785,-73.98295,0.0,0.0,NY
PATRICIA O�KEEFE ROSS ART GALLERY,ART MUSEUM,43.11719,-77.51706,136725850.0,128985073.0,NY
PATTERSON HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.4825,-73.57618,0.0,0.0,NY
PATTERSON LIBRARY,GENERAL MUSEUM,42.32155,-79.57792,0.0,0.0,NY
PAUL ROBESON GALLERIES�,ART MUSEUM,40.5253,-74.45727,0.0,0.0,NY
PAUL WILLIAM BELTZ FAMILY ART GALLERY,ART MUSEUM,42.91265,-78.79741,8550627.0,8550627.0,NY
PECKS PARK HISTORICAL SOCIETY AND MUSEUM,HISTORIC PRESERVATION,43.10063,-74.4332,0.0,0.0,NY
PECONIC HISTORIC PRESERVATION,HISTORIC PRESERVATION,40.98389,-72.11561,0.0,0.0,NY
PEDALING HISTORY BICYCLE MUSEUM,GENERAL MUSEUM,42.77598,-78.74484,0.0,0.0,NY
PEEKSKILL MUSEUM,GENERAL MUSEUM,41.28792,-73.92041,13701.0,13701.0,NY
PELHAM MASONIC HISTORICAL SOCIETY OF CITY ISLAND,HISTORIC PRESERVATION,40.8454,-73.78606,0.0,0.0,NY
PELHAM PRESERVATION SOCIETY,HISTORIC PRESERVATION,40.90428,-73.80747,41286.0,36359.0,NY
PEMBER MUSEUM OF NATURAL HISTORY,NATURAL HISTORY MUSEUM,43.40767,-73.25998,209112.0,209112.0,NY
PENFIELD HOMESTEAD MUSEUM,GENERAL MUSEUM,43.92432,-73.53145,106419.0,105949.0,NY
PEOPLES MUSEUM,ART MUSEUM,40.77781,-73.91522,0.0,0.0,NY
PERFORMA,ART MUSEUM,40.74282,-73.99285,1155754.0,956110.0,NY
PERINTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.10039,-77.44399,0.0,0.0,NY
PERRELLA GALLERY,ART MUSEUM,42.98474,-74.30851,0.0,0.0,NY
PETER A. AND MARY LOU VOGT ART GALLERY,ART MUSEUM,42.92532,-78.85155,207642520.0,156586858.0,NY
PETER FINGESTEN GALLERY (NYC),ART MUSEUM,40.71153,-74.00623,603749050.0,492988304.0,NY
PETTIAUGER MERCURY,HISTORIC PRESERVATION,41.92564,-73.99966,0.0,0.0,NY
PFEIFFER NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",42.04186,-78.31321,75209.0,0.0,NY
PHARAOH MUSEUM,GENERAL MUSEUM,40.99822,-72.32055,0.0,0.0,NY
PHELPS COMMUNITY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.9574,-77.05663,0.0,0.0,NY
PHELPS COUNTY HISTORICAL SOCIETY MUSEUM,HISTORIC PRESERVATION,40.44348,-99.3741,315071.0,293284.0,NY
PHELPS MANSION MUSEUM,HISTORY MUSEUM,42.10044,-75.90524,551052.0,241282.0,NY
PHILADELPHIA HISTORICAL SOCIETY,HISTORIC PRESERVATION,44.15939,-75.70492,0.0,0.0,NY
PHILIPSE MANOR STATE HISTORIC SITE,HISTORIC PRESERVATION,40.93477,-73.89957,0.0,0.0,NY
PHILIPSTOWN MASONIC HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.44039,-73.93427,0.0,0.0,NY
PHILLIPS FREE LIBRARY,GENERAL MUSEUM,42.63567,-76.17821,311364.0,228174.0,NY
PHOENIX GALLERY,ART MUSEUM,40.75133,-74.0033,68412.0,68412.0,NY
PICKER ART GALLERY,ART MUSEUM,42.81928,-75.53301,458675149.0,241631055.0,NY
PICKERING-BEACH MUSEUM,GENERAL MUSEUM,43.94409,-76.10603,0.0,0.0,NY
PIERCE ARROW MUSEUM,GENERAL MUSEUM,42.87896,-78.86919,0.0,0.0,NY
PIERMONT STRAUS,GENERAL MUSEUM,41.04031,-73.91607,0.0,0.0,NY
PIERREPONT TOWN BUILDINGS,HISTORIC PRESERVATION,44.53731,-75.17698,0.0,0.0,NY
PIETER CLAESEN WYCKOFF HOUSE MUSEUM,GENERAL MUSEUM,40.64483,-73.92175,0.0,0.0,NY
PINE HOLLOW ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",42.63431,-73.85644,0.0,0.0,NY
PIONEER OIL MUSEUM OF NEW YORK,GENERAL MUSEUM,42.07057,-78.15976,75856.0,73556.0,NY
PISANO CHASE CATALOGUE RAISONNE PROJECT,ART MUSEUM,40.80437,-73.968,12.0,0.0,NY
PISECO LAKE HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.41309,-74.55141,0.0,0.0,NY
PITTSBURG SHAWMUT & NORTHERN RAILROAD HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.3257,-78.01442,0.0,0.0,NY
PITTSTOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.89289,-73.53057,0.0,0.0,NY
PLANTING FIELDS ARBORETUM STATE HISTORIC PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.86615,-73.52898,10511682.0,2965590.0,NY
PLATFORM TENNIS MUSEUM AND HALL OF FAME FOUNDATION,GENERAL MUSEUM,40.98804,-73.79972,6369.0,6369.0,NY
PLATTSBURGH STATE ART MUSEUM,ART MUSEUM,44.69524,-73.46654,0.0,0.0,NY
PLAZA-VVP CORPORATION,GENERAL MUSEUM,40.70317,-74.00916,157757.0,157757.0,NY
PLESHAKOV MUSIC CENTER,GENERAL MUSEUM,32.82938,-79.81822,0.0,0.0,NY
POINT CHAUTAUQUA HISTORICAL PRESERVATION SOCIETY,HISTORIC PRESERVATION,42.25643,-79.43836,0.0,0.0,NY
POINT LOOKOUT HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.58972,-73.581,0.0,0.0,NY
POINT OWOODS HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.13888,-73.77804,0.0,0.0,NY
POLISH AMERICAN MUSEUM,GENERAL MUSEUM,40.82926,-73.68994,0.0,0.0,NY
POLLOCK-KRASNER HOUSE AND STUDY CENTER,GENERAL MUSEUM,40.99574,-72.18505,0.0,0.0,NY
POMPEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.92316,-75.94967,0.0,0.0,NY
POP CORN TRUCK PRESERVATION SOCIETY,GENERAL MUSEUM,42.05621,-76.81772,0.0,0.0,NY
PORT CHESTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.00836,-73.67425,0.0,0.0,NY
PORTER HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.24683,-79.02702,0.0,0.0,NY
PORTSIDE NEW YORK,GENERAL MUSEUM,40.68028,-74.0005,24537.0,23606.0,NY
PORTVILLE HISTORICAL AND PRESERVATION SOCIETY,HISTORIC PRESERVATION,42.04117,-78.3366,0.0,0.0,NY
POUGHKEEPSIE-HIGHLAND RAILROAD BRIDGE COM,HISTORIC PRESERVATION,41.71234,-73.92406,1979308.0,1897891.0,NY
POUND RIDGE NY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.20985,-73.57464,0.0,0.0,NY
PRATT MANHATTAN GALLERY NEW YORK CITY,ART MUSEUM,40.69221,-73.96185,228896864.0,212561841.0,NY
PRATTSBURGH COMMUNITY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.52748,-77.2873,0.0,0.0,NY
PRESERVATION ASSOCIATION OF THE SOUTHERN TIER,HISTORIC PRESERVATION,42.10477,-75.90902,39703.0,39703.0,NY
PRESERVATION BUFFALO NIAGARA,HISTORIC PRESERVATION,42.8908,-78.87263,315128.0,282169.0,NY
PRESERVATION LEAGUE OF NEW YORK STATE,HISTORIC PRESERVATION,42.65837,-73.76528,1583467.0,1241709.0,NY
PROFESSIONAL ARCHAEOLOGISTS OF NEW YORK CITY,GENERAL MUSEUM,40.74689,-73.98018,0.0,0.0,NY
PROFESSIONAL WRESTLING HALL OF FAME,GENERAL MUSEUM,42.94383,-74.18289,43966.0,21823.0,NY
PROMOTE ART WORKS,ART MUSEUM,40.6876,-73.98958,20742.0,20742.0,NY
PROSPECT PARK ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.66148,-73.96169,0.0,0.0,NY
PROTEUS GOWANUS INTERDISCIPLINARY GALLERY,ART MUSEUM,40.67919,-73.98737,85682.0,76049.0,NY
PS1 CONTEMPORARY ART CENTER,ART MUSEUM,40.74496,-73.94841,7810430.0,7730573.0,NY
PTA AT THE NYC MUSEUM SCHOOL,GENERAL MUSEUM,40.74214,-74.00202,0.0,0.0,NY
PUERTO RICAN-HISPANIC GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,40.72215,-73.75315,0.0,0.0,NY
PULTNEYVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,43.28074,-77.18455,64131.0,57031.0,NY
PUTNAM CHILDREN'S DISCOVERY CENTER,CHILDREN'S MUSEUM,41.44261,-73.68174,54576.0,54576.0,NY
PUTNAM HISTORY MUSEUM,HISTORIC PRESERVATION,41.41677,-73.95019,494959.0,219644.0,NY
PUTNAM VALLEY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.35518,-73.83682,0.0,0.0,NY
QUEENS BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.75142,-73.82603,3807634.0,3768608.0,NY
QUEENS COLLEGE ART CENTER NEW YORK CITY,ART MUSEUM,40.73649,-73.81293,0.0,0.0,NY
QUEENS COUNCIL ON THE ARTS,GENERAL MUSEUM,40.75592,-73.92311,883678.0,883678.0,NY
QUEENS LIBRARY GALLERY,ART MUSEUM,40.70744,-73.79467,109485819.0,109485819.0,NY
QUEENS MUSEUM OF ART,ART MUSEUM,40.74669,-73.86106,17574993.0,17385837.0,NY
QUEENS ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",40.74317,-73.85138,0.0,0.0,NY
QUEENSBOROUGH COMMUNITY COLLEGE ART GALLERY,ART MUSEUM,40.7526,-73.75885,0.0,0.0,NY
QUINCY SQUARE MUSEUM ASSOCIATION,HISTORY MUSEUM,42.73936,-75.55131,0.0,0.0,NY
QUITMAN RESOURCE CENTER,GENERAL MUSEUM,41.92692,-73.88277,21875.0,21821.0,NY
QUITMAN RESOURCE CENTER FOR PRESERVATION,HISTORIC PRESERVATION,41.92692,-73.88277,21875.0,21821.0,NY
QUOGUE HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.82145,-72.60671,135185.0,85330.0,NY
QUOGUE WILDLIFE REFUGE,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.82145,-72.60671,0.0,0.0,NY
R T ELETHORP HISTORICAL SOCIETY,HISTORIC PRESERVATION,44.45622,-75.69303,0.0,0.0,NY
RACHEL AND HARRIS FOX FAMILY CIRCLE CORP,HISTORIC PRESERVATION,40.76943,-73.66918,2826.0,2826.0,NY
