Museum Name,Museum Type,Latitude,Longitude,Income,Revenue,State
SAFETY-KLEEN GALLERY ONE,ART MUSEUM,42.01609,-88.32107,0.0,0.0,IL
SALINE COUNTY GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,37.73247,-88.54272,0.0,0.0,IL
SALINE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,37.7161,-88.55267,0.0,0.0,IL
SAND BANK SCHOOL HISTORICAL SOCIETY,HISTORIC PRESERVATION,38.45987,-90.22812,0.0,0.0,IL
SANDWICH HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.65613,-88.60774,0.0,0.0,IL
SANGAMON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.80599,-89.65118,0.0,0.0,IL
SAUKENAUK PRESERVATION SOCIETY,HISTORIC PRESERVATION,39.94066,-91.3733,17533.0,11616.0,IL
SAVANNA ARMY DEPOT AND MILITARY MUSEUM,GENERAL MUSEUM,42.16827,-90.17698,0.0,0.0,IL
SAVANNA HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.09752,-90.13499,222052.0,214845.0,IL
SAVANNA TRAINCAR MUSEUM,GENERAL MUSEUM,42.09852,-90.15619,0.0,0.0,IL
SAVE THE PRAIRIE SOCIETY,HISTORIC PRESERVATION,41.84072,-87.90428,41777.0,31702.0,IL
SCHAAF TRUCK AND TRACTOR MUSEUM,GENERAL MUSEUM,41.47017,-87.80226,390009.0,390009.0,IL
SCHINGOETHE CENTER FOR NATIVE AMERICAN CULTURES,GENERAL MUSEUM,41.76646,-88.34586,0.0,0.0,IL
SCHIUGOETHE CENTER FOR NATIVE AMERICAN CULTURES,HISTORY MUSEUM,41.75529,-88.34695,129031938.0,114103498.0,IL
SCHMUHL SCHOOL,GENERAL MUSEUM,41.5068,-87.96572,0.0,0.0,IL
SCHOOL HOUSE MUSEUM,GENERAL MUSEUM,42.01872,-88.1828,0.0,0.0,IL
SCHUYLER JAIL MUSEUM,HISTORIC PRESERVATION,40.11858,-90.56366,81500.0,0.0,IL
SCHWITZER STUDENT GALLERY,ART MUSEUM,39.7084,-86.13724,145503657.0,128624824.0,IL
SCIENCE CENTER,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,37.72856,-89.21736,136929.0,135497.0,IL
SCIENCE CENTER OF SOUTHERN ILLINOIS,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,37.73094,-89.19258,0.0,0.0,IL
SCITECH HANDS-ON MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,41.75623,-88.31763,0.0,0.0,IL
SCOTT FIELD HERITAGE PARK,GENERAL MUSEUM,38.5145,-89.98126,30125.0,30125.0,IL
SCOVILL ZOO,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",39.82843,-88.90678,0.0,0.0,IL
SENECA HISTORICAL GUILD,HISTORIC PRESERVATION,41.32034,-88.6068,0.0,0.0,IL
SEPERTUS MUSEUM,GENERAL MUSEUM,41.8743,-87.62425,7260235.0,6196387.0,IL
SERBIAN-AMERICAN MUSEUM - ST SAVA,GENERAL MUSEUM,41.93779,-87.6417,56112.0,49432.0,IL
SEWARD HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.23775,-89.35813,0.0,0.0,IL
SHABBONA LEE AND ROLLO HISTORICAL MUSEUM,HISTORIC PRESERVATION,41.76788,-88.87249,0.0,0.0,IL
SHABONNA LEE ROLLO LOCAL HISTORY,GENERAL MUSEUM,41.76788,-88.87249,0.0,0.0,IL
SHEA'S MUSEUM,GENERAL MUSEUM,39.82751,-89.63949,0.0,0.0,IL
SHEDD AQUARIUM SOCIETY,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",41.8675,-87.61905,74041834.0,63545279.0,IL
SHEFFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.35538,-89.7359,0.0,0.0,IL
SHELBY COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,39.40563,-88.83166,0.0,0.0,IL
SHELDON PECK HOMESTEAD,HISTORIC PRESERVATION,41.88895,-88.0094,0.0,0.0,IL
SHORE LINE INTERURBAN HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.23981,-87.85639,133670.0,133670.0,IL
SIDELL COMMUNITY HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.90988,-87.82777,0.0,0.0,IL
SIDNEY HISTORICAL SOCIETY 304 S RAILROAD,HISTORIC PRESERVATION,40.01664,-88.07294,0.0,0.0,IL
SILVER GHOST ASSOCIATION,HISTORIC PRESERVATION,39.55016,-89.29664,46197.0,39742.0,IL
SILVERCREEK MUSEUM,GENERAL MUSEUM,42.25926,-89.62109,0.0,0.0,IL
SIMPKINS WAR MUSEUM,GENERAL MUSEUM,40.31299,-88.96884,0.0,0.0,IL
SIXTIES MUSEUM,HISTORY MUSEUM,42.04559,-88.29696,0.0,0.0,IL
SKOKIE HERITAGE MUSEUM,GENERAL MUSEUM,42.02752,-87.75586,0.0,0.0,IL
SKOKIE HISTORICAL SOCIETY & MUSEUM,HISTORIC PRESERVATION,42.02752,-87.75586,0.0,0.0,IL
SLOVENIAN GENEALOGY SOCIETY INTERNATIONAL,HISTORIC PRESERVATION,41.52505,-81.64605,17674.0,17674.0,OH
SLOVENIAN HERITAGE MUSEUM,GENERAL MUSEUM,41.53198,-88.08184,0.0,0.0,IL
SLOVENIAN WOMEN'S UNION HERITAGE MUSEUM,GENERAL MUSEUM,41.53288,-88.08195,0.0,0.0,IL
SMITH MUSEUM OF STAINED GLASS WINDOWS,GENERAL MUSEUM,41.88222,-87.63686,838665.0,838665.0,IL
SMITHTON HISTORICAL & GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,38.40765,-89.99075,0.0,0.0,IL
SNAPSHOT NATION NFP,HISTORIC PRESERVATION,42.03401,-87.67324,0.0,0.0,IL
SONNENSCHEIN & ALBRIGHT GALLERIES,ART MUSEUM,42.25131,-87.8308,185263966.0,107956191.0,IL
SOULSBY STATION SOCIETY,HISTORIC PRESERVATION,39.07122,-89.73535,0.0,0.0,IL
SOUSA ARCHIVES AND CENTER FOR AMERICAN MUSIC,GENERAL MUSEUM,40.11685,-88.22875,0.0,0.0,IL
SOUTH BELOIT HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.4911,-89.03079,13354.0,13354.0,IL
SOUTH CHICAGO ART CENTER NFP,ART MUSEUM,41.73004,-87.54603,1028229.0,1026322.0,IL
SOUTH HOLLAND HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.59904,-87.60494,0.0,0.0,IL
SOUTH SIDE COMMUNITY ART CENTER,ART MUSEUM,41.82453,-87.6232,255189.0,255189.0,IL
SOUTH SUBURBAN GENEALOGICAL & HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.58059,-87.68833,0.0,0.0,IL
SOUTH SUBURBAN HERITAGE ASSOCIATION,GENERAL MUSEUM,41.55725,-87.66673,0.0,0.0,IL
SOUTHEAST CHICAGO HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.71678,-87.53134,0.0,0.0,IL
SOUTHERN ILLINOIS ART & ARTISANS CENTER,GENERAL MUSEUM,38.088,-88.91712,0.0,0.0,IL
SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE GALLERIES - ADW GALLERY,ART MUSEUM,38.81586,-89.94931,0.0,0.0,IL
SOUTHERN ILLINOIS UNIVERSITY AT EDWARDSVILLE GALLERIES - MORRIS UNIVERSITY CENTER GALLERY,ART MUSEUM,38.81586,-89.94931,0.0,0.0,IL
SOUTHWESTERN FARM & HOME MUSEUM,GENERAL MUSEUM,39.13316,-90.0082,0.0,0.0,IL
SPERTUS INSTITUTE OF JEWISH STUDIES,GENERAL MUSEUM,41.8743,-87.62425,7260235.0,6196387.0,IL
SPERTUS MUSEUM,GENERAL MUSEUM,41.8743,-87.62425,7260235.0,6196387.0,IL
SPERTUS MUSEUM & SPERTUS INSTITUTE OF JEWISH STUDIES,GENERAL MUSEUM,41.8743,-87.62425,7260235.0,6196387.0,IL
SPRING VALLEY HISTORIC ASSOCIATION,HISTORIC PRESERVATION,41.32456,-89.203,9724.0,9724.0,IL
SPRING VALLEY MINE & HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.32453,-89.2068,0.0,0.0,IL
SPRING VALLEY NATURE CENTER & HERITAGE FARM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",42.02609,-88.11048,0.0,0.0,IL
SPRINGFIELD ART ASSOCIATION OF EDWARDS PLACE,ART MUSEUM,39.80924,-89.65041,1043597.0,976937.0,IL
SPRINGFIELD CHILDREN'S MUSEUM,CHILDREN'S MUSEUM,39.80178,-89.6476,0.0,0.0,IL
ST CHARLES HERITAGE CENTER,HISTORIC PRESERVATION,41.9139,-88.31138,128241.0,86955.0,IL
ST CLAIR COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,38.51274,-89.97574,44398.0,44398.0,IL
ST ELMO HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.02842,-88.84852,0.0,0.0,IL
ST LOUIS AVIATION MUSEUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,38.56912,-90.16075,35266.0,35266.0,IL
ST. CHARLES HISTORICAL MUSEUM,HISTORIC PRESERVATION,41.91477,-88.30477,23427.0,0.0,IL
STARK COUNTY GENEALOGICAL SOCIETY,HISTORY MUSEUM,41.30081,-89.8032,0.0,0.0,IL
STARK COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.08716,-89.85341,1758.0,0.0,IL
STATE OF ILLINOIS MUSEUM,GENERAL MUSEUM,39.79957,-89.65397,1720086.0,1109514.0,IL
STATE STREET GALLERY,ART MUSEUM,41.87692,-87.62756,151419048.0,102568851.0,IL
STEAM POWERED PRESERVATION SOCIETY,HISTORIC PRESERVATION,41.57307,-87.78622,0.0,0.0,IL
STEPHENSON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.28466,-89.61399,59689.0,47949.0,IL
STERLING PARK DISTRICT,GENERAL MUSEUM,41.80617,-89.69366,426773.0,215890.0,IL
STERLING-ROCK FALLS HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.7914,-89.6818,165013.0,165013.0,IL
STEWARDSON HISTORICAL MUSEUM,HISTORIC PRESERVATION,41.13927,-88.83235,0.0,0.0,IL
STEWART HOUSE MUSEUM,GENERAL MUSEUM,40.91689,-90.63381,0.0,0.0,IL
STICKLING FOUNDATION,HISTORIC PRESERVATION,42.03731,-88.28436,0.0,0.0,IL
STOCKTON HISTORICAL MUSEUM,HISTORY MUSEUM,42.34563,-90.02319,0.0,0.0,IL
STONE MILL MUSEUM,GENERAL MUSEUM,41.64553,-88.61799,0.0,0.0,IL
STRAHORN LIBRARY,GENERAL MUSEUM,42.24903,-88.60708,0.0,0.0,IL
STREATORLAND HISTORICAL SOCIETY AND MUSEUM,HISTORIC PRESERVATION,41.11655,-88.83151,22396.0,22396.0,IL
STRICKLER PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,41.15388,-87.87374,117751519.0,115724077.0,IL
STUDENT PROJECT SPACE,GENERAL MUSEUM,40.69719,-89.61739,234090029.0,233822797.0,IL
STUDENT UNION GALLERIES,ART MUSEUM,41.8816,-87.6261,0.0,0.0,IL
STUKA MILITARY MUSEUM,GENERAL MUSEUM,41.97035,-89.3146,0.0,0.0,IL
SUGAR GROVE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.77536,-88.43892,0.0,0.0,IL
SUGAR GROVE NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.35872,-89.12795,0.0,0.0,IL
SUPER MUSEUM,GENERAL MUSEUM,37.15243,-88.73264,0.0,0.0,IL
SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,GENERAL MUSEUM,41.97651,-87.66832,1095228.0,919075.0,IL
SWEDISH HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.26421,-89.08871,59163.0,56429.0,IL
SWEDISH-AMERICAN HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.97564,-87.70963,42830.0,32816.0,IL
SXU GALLERY,ART MUSEUM,41.7061,-87.71358,107290256.0,104916692.0,IL
SYCAMORE HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.00992,-88.67694,0.0,0.0,IL
TAMPICO HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.60266,-89.78906,0.0,0.0,IL
TARBLE ARTS CENTER,ART MUSEUM,39.48679,-88.17407,0.0,0.0,IL
TAZEWELL COUNTY GENEALOGICAL,HISTORIC PRESERVATION,40.57299,-89.63629,0.0,0.0,IL
TAZEWELL COUNTY HISTORIC PLACES SOCIETY,HISTORIC PRESERVATION,40.55022,-89.60797,0.0,0.0,IL
TAZEWELL COUNTY OLDE THRESHERS ASSOCIATION,HISTORIC PRESERVATION,40.4843,-89.46762,0.0,0.0,IL
TELEPHONE MUSEUM OF GRIDLEY,GENERAL MUSEUM,40.73874,-88.88109,0.0,0.0,IL
TEUTOPOLIS MONASTERY MUSEUM,HISTORIC PRESERVATION,39.12868,-88.4617,0.0,0.0,IL
THEBES HISTORICAL SOCIETY,HISTORIC PRESERVATION,37.22582,-89.3809,0.0,0.0,IL
THOMPSON DEPOT MUSEUM,GENERAL MUSEUM,41.95888,-90.10022,0.0,0.0,IL
THOMPSONVILLE HISTORICAL MUSEUM,HISTORIC PRESERVATION,37.90346,-88.75726,0.0,0.0,IL
THORNTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.56859,-87.61134,0.0,0.0,IL
THORNTON TOWNSHIP HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.60984,-87.64686,0.0,0.0,IL
TINKER SWISS COTTAGE,HISTORY MUSEUM,42.26319,-89.10056,282143.0,279460.0,IL
TISKILWA HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.2743,-89.51104,0.0,0.0,IL
TREMONT MUSEUM AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.51351,-89.48171,0.0,0.0,IL
TRIAD ARTS GROUP,ART MUSEUM,42.10625,-87.93934,0.0,0.0,IL
TRONDERLAG OF AMERICA,HISTORIC PRESERVATION,41.78842,-88.01543,0.0,0.0,IL
TROUT VALLEY PRESERVATION AND RESTORATION SOCIETY,HISTORIC PRESERVATION,42.19605,-88.25059,0.0,0.0,IL
TURNER TOWN HALL,HISTORIC PRESERVATION,41.88434,-88.20481,0.0,0.0,IL
U.S. GRANT CENTER,HISTORY MUSEUM,42.41179,-90.42677,0.0,0.0,IL
U.S. GRANT HOME STATE HISTORIC SITE,HISTORIC PRESERVATION,42.41179,-90.42677,0.0,0.0,IL
U.S. SENATOR PAUL SIMON MUSEUM,GENERAL MUSEUM,38.72836,-89.89568,0.0,0.0,IL
UERMMMC MEDICAL ALUMNI ASSOCIATION OF AMERICA,HISTORIC PRESERVATION,41.86575,-87.62266,169555.0,169555.0,IL
UKRAINIAN NATIONAL MUSEUM,GENERAL MUSEUM,41.89481,-87.68278,495327.0,490687.0,IL
UNION COUNTY HISTORICAL AND GENEALOGY SOCIETY,HISTORIC PRESERVATION,37.54201,-89.24123,0.0,0.0,IL
UNION DEPOT RAILROAD MUSEUM,GENERAL MUSEUM,41.54593,-89.11814,0.0,0.0,IL
UNION STREET GALLERY,ART MUSEUM,41.50384,-87.63696,132314.0,132314.0,IL
UNITY TEMPLE RESTORATION FOUNDATION,HISTORIC PRESERVATION,41.8886,-87.79704,459838.0,428607.0,IL
UNIVERSITY GALLERIES,ART MUSEUM,40.50989,-88.99795,0.0,0.0,IL
UNIVERSITY OF CHICAGO BOTANIC GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",41.78279,-87.60447,4527982241.0,3091898511.0,IL
UNIVERSITY OF ILLINOIS ARBORETUM,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.11685,-88.22875,0.0,0.0,IL
UNIVERSITY OF ILLINOIS CONSERVATORY AND PLANT COLLECTION,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.11685,-88.22875,0.0,0.0,IL
UNIVERSITY OF ILLINOIS SPRINGFIELD VISUAL ARTS GALLERY,ART MUSEUM,40.11685,-88.22875,0.0,0.0,IL
UNIVERSITY OF ST. FRANCIS GALLERY,ART MUSEUM,41.53328,-88.0987,96847081.0,68751012.0,IL
UPTOWN HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.96393,-87.66504,0.0,0.0,IL
URBANA PARK DISTRICT / ANITA PURVES NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.12666,-88.2078,0.0,0.0,IL
USS FRANKLIN CV 13 MUSEUM,GENERAL MUSEUM,38.90922,-90.19626,0.0,0.0,IL
VACHEL LINDSAY HOME STATE HISTORIC SITE,HISTORIC PRESERVATION,39.79599,-89.64954,0.0,0.0,IL
VALLEY VIEW MODEL RAILROAD MUSEUM,GENERAL MUSEUM,42.24079,-88.53103,0.0,0.0,IL
VANDALIA HISTORICAL SOCIETY,HISTORIC PRESERVATION,38.96074,-89.09479,12948.0,12702.0,IL
VANDALIA STATE HOUSE STATE HISTORIC SITE,HISTORIC PRESERVATION,38.96076,-89.09349,0.0,0.0,IL
VERDURETTE HOUSE,HISTORIC PRESERVATION,41.18212,-90.92255,28742.0,0.0,IL
VERMILION COUNTY MUSEUM SOCIETY,HISTORY MUSEUM,40.1273,-87.63566,199669.0,199669.0,IL
VERMILION COUNTY WAR MUSEUM SOCIETY,HISTORY MUSEUM,40.12982,-87.62991,41688.0,41688.0,IL
VERSAILLES AREA GENEALOGICAL AND HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.90764,-88.60067,0.0,0.0,IL
VETERANS MEMORIAL TRUST FUND,HISTORIC PRESERVATION,38.81175,-89.9527,57972.0,8869.0,IL
VICTORY AIR MUSEUM,GENERAL MUSEUM,41.80492,-87.86742,0.0,0.0,IL
VIETNAM MUSEUM,GENERAL MUSEUM,41.97269,-87.66419,0.0,0.0,IL
VILLA PARK HISTORICAL SOCIETY,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",41.88636,-87.96923,0.0,0.0,IL
VIVIAN G HARSH SOCIETY,HISTORIC PRESERVATION,41.6998,-87.66395,43598.0,43598.0,IL
VLIET MUSEUM OF LAKE BLUFF,GENERAL MUSEUM,42.27958,-87.84321,0.0,0.0,IL
VOLKENING HERITAGE FARM SPRING VALLEY,GENERAL MUSEUM,42.02609,-88.11048,0.0,0.0,IL
VOLO AUTO MUSEUM,GENERAL MUSEUM,42.32633,-88.17126,0.0,0.0,IL
WABASH COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,38.43094,-87.79609,0.0,0.0,IL
WABASH COUNTY MUSEUM DISTRICT,GENERAL MUSEUM,40.02711,-88.57348,0.0,0.0,IL
WARBIRD HERITAGE FOUNDATION,NATURAL HISTORY MUSEUM,42.42965,-87.8694,630815.0,0.0,IL
WARBIRDS OF NORTH AMERICA,HISTORIC PRESERVATION,42.09329,-88.40337,0.0,0.0,IL
WARREN TOWNSHIP HISTORICAL,HISTORIC PRESERVATION,40.61783,-74.54057,0.0,0.0,IL
WARRENVILLE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.80267,-88.16472,0.0,0.0,IL
WARSAW HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.35974,-91.43575,0.0,0.0,IL
WASHBURNE HOUSE STATE HISTORIC SITE,HISTORIC PRESERVATION,42.41018,-90.42746,0.0,0.0,IL
WASHINGTON COUNTY HISTORICAL MUSEUM,HISTORIC PRESERVATION,38.34171,-89.38295,0.0,0.0,IL
WASHINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.70441,-89.40771,0.0,0.0,IL
WASHINGTON PARK BOTANICAL GARDEN,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",39.79038,-89.68324,0.0,0.0,IL
WATER TOWER MUSEUM,GENERAL MUSEUM,41.80438,-87.89936,0.0,0.0,IL
WATERLOO MUSEUM SOCIETY,HISTORY MUSEUM,38.35592,-90.16278,0.0,0.0,IL
WATERMAN AREA HERITAGE SOCIETY,HISTORIC PRESERVATION,41.76947,-88.77311,0.0,0.0,IL
WATSEKA UNION DEPOT,GENERAL MUSEUM,40.78088,-87.73613,0.0,0.0,IL
WAUCONDA HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.27671,-88.14345,0.0,0.0,IL
WAUKEGAN HISTORICAL SOCIETY & MUSEUM,HISTORIC PRESERVATION,42.38621,-87.83255,0.0,0.0,IL
WAUKEGAN HISTORY MUSEUM,HISTORY MUSEUM,42.38621,-87.83255,0.0,0.0,IL
WAYNE HISTORICAL PRESERVATION SOCIETY,HISTORIC PRESERVATION,41.94489,-88.23817,43355.0,37323.0,IL
WEST CHICAGO CITY MUSEUM,GENERAL MUSEUM,41.88434,-88.20481,0.0,0.0,IL
WEST CHICAGO HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.87948,-88.22775,5395.0,4646.0,IL
WEST FRANKLIN HISTORICAL DISTRICT AND SILKWOOD INN MUSEUM,HISTORY MUSEUM,37.96995,-89.07938,18753.0,18753.0,IL
WEST SALEM CHOWDER,HISTORIC PRESERVATION,38.52063,-88.0087,0.0,0.0,IL
WEST TOWN MUSEUM OF CULTURAL,GENERAL MUSEUM,41.88777,-87.8393,0.0,0.0,IL
WESTERN ILLINOIS MUSEUM,GENERAL MUSEUM,40.45684,-90.67169,111954.0,111119.0,IL
WESTERN ILLINOIS UNIVERSITY ART GALLERY/ MUSEUM,ART MUSEUM,40.46254,-90.68182,0.0,0.0,IL
WESTERN SPRINGS HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.80438,-87.89936,42950.0,36855.0,IL
WESTWOOD SPORTS CENTER,GENERAL MUSEUM,41.80401,-89.73627,0.0,0.0,IL
WHEATON HISTORIC PRESERVATION COUNCIL,HISTORIC PRESERVATION,41.86489,-88.11021,167760.0,165182.0,IL
WHEELING HISTORICAL MUSEUM,HISTORIC PRESERVATION,42.14513,-87.91572,0.0,0.0,IL
WILDLIFE,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",42.2848,-89.60172,0.0,0.0,IL
WILDLIFE PRAIRIE PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",40.73274,-89.74725,2047430.0,2047430.0,IL
WILL COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.59019,-88.05716,42997.0,41156.0,IL
WILLIAM & FLORENCE SCHMIDT ART CENTER,ART MUSEUM,38.51939,-89.92861,0.0,0.0,IL
WILLIAM A. KOEHNLINE GALLERY,ART MUSEUM,42.05452,-87.88611,0.0,0.0,IL
WILLIAM AND FLORENCE SCHMIDT ART CENTER,ART MUSEUM,38.51939,-89.92861,0.0,0.0,IL
WILLIAM L. GREGG HOUSE MUSEUM,GENERAL MUSEUM,41.79007,-87.97662,0.0,0.0,IL
WILLIAM M. STAERKEL PLANETARIUM,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,40.12752,-88.28677,0.0,0.0,IL
WILLIAM R. AND CLARICE V. SPURLOCK MUSEUM,GENERAL MUSEUM,40.11685,-88.22875,0.0,0.0,IL
WILLIAMS JENNINGS BRYAN BIRTHPLACE MUSEUM,GENERAL MUSEUM,38.6242,-88.94559,0.0,0.0,IL
WILLIAMSON COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,37.73062,-88.92822,0.0,0.0,IL
WILMETTE HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.07507,-87.72261,75229.0,75229.0,IL
WILMINGTON AREA HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.30829,-88.1459,0.0,0.0,IL
WINFIELD HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.87237,-88.18519,0.0,0.0,IL
WINNETKA HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.10301,-87.73352,169984.0,149199.0,IL
WITT AREA HISTORICAL MUSEUM,HISTORIC PRESERVATION,39.2528,-89.35362,0.0,0.0,IL
WOMAN MADE GALLERY,GENERAL MUSEUM,41.89452,-87.65258,0.0,0.0,IL
WONDER WORKS - A CHILDREN'S MUSEUM IN OAK PARK,CHILDREN'S MUSEUM,41.90904,-87.7862,325686.0,304322.0,IL
WOOD DALE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.96338,-87.9794,0.0,0.0,IL
WOOD RIVER MUSEUM,GENERAL MUSEUM,38.86082,-90.10017,0.0,0.0,IL
WOOD RIVER REFINERY HISTORY MUSEUM,HISTORY MUSEUM,38.84464,-90.07829,6843.0,0.0,IL
WOODBINE GLASS MUSEUM AND GIFT,GENERAL MUSEUM,42.34215,-90.14612,0.0,0.0,IL
WOODCOCK ART GALLERY,ART MUSEUM,39.73243,-90.2455,55776404.0,44702799.0,IL
WOODFORD COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,40.72226,-89.27295,0.0,0.0,IL
WOODLAND PALACE OF FRANCIS PARK,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",41.24556,-89.9192,0.0,0.0,IL
WOODSTOCK COURTHOUSE,HISTORIC PRESERVATION,42.31368,-88.4477,15675.0,15675.0,IL
WORLD AEROSPACE MUSEUM,GENERAL MUSEUM,39.93319,-91.40323,16000.0,0.0,IL
WORLD WAR II ILLINOIS VETERANS MEMORIAL,HISTORIC PRESERVATION,39.78269,-89.6499,2894.0,2894.0,IL
WRIGHT HOUSE,GENERAL MUSEUM,42.27908,-89.02675,134497.0,0.0,IL
WRYMOO RAILROAD HISTORICAL AND EDUCATIONAL SOCIETY- MODOC RAILROAD,HISTORIC PRESERVATION,37.03676,-88.59363,61654.0,469228.0,IL
WYANET HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.3748,-89.59591,0.0,0.0,IL
WYATT EARP BIRTHPLACE,HISTORIC PRESERVATION,43.15373,-93.19549,0.0,0.0,IL
YOLLOCALLI YOUTH MUSEUM,GENERAL MUSEUM,41.84034,-87.71825,0.0,0.0,IL
ZION GENEALOGICAL SOCIETY,HISTORIC PRESERVATION,42.45225,-87.83917,0.0,0.0,IL
ZION HISTORICAL SOCIETY,HISTORIC PRESERVATION,42.4504,-87.82687,0.0,0.0,IL
ZITELMAN SCOUT MUSEUM,GENERAL MUSEUM,42.26011,-89.09042,0.0,0.0,IL
44TH INDIANA CIVIL WAR HISTORICAL ASSOCIATION,HISTORIC PRESERVATION,41.12032,-85.06505,0.0,0.0,IN
500 MUSEUM OF WHEELS,HISTORY MUSEUM,39.45565,-87.33283,45150.0,0.0,IN
ABINGTON HISTORICAL SOCIETY,HISTORIC PRESERVATION,39.7335,-84.96443,0.0,0.0,IN
ACADEMY BUILDING MUSEUM,GENERAL MUSEUM,39.61605,-86.38119,0.0,0.0,IN
ACADEMY OF MODEL AERONAUTICS/NATIONAL MODEL AVIATION MUSEUM,GENERAL MUSEUM,40.17845,-85.32426,0.0,0.0,IN
ADAMS MILL,HISTORIC PRESERVATION,40.47447,-86.4821,223021.0,222694.0,IN
AFRICAN-AFRICAN AMERICAN HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.07409,-85.13289,43208.0,33322.0,IN
ALLEN COUNTY COURTHOUSE PRESERVATION TRUST,HISTORIC PRESERVATION,41.08015,-85.13974,238961.0,238961.0,IN
ALLEN COUNTY-FORT WAYNE HISTORICAL SOCIETY,HISTORIC PRESERVATION,41.08066,-85.13683,736643.0,614274.0,IN
AME CHURCH MUSEUM,GENERAL MUSEUM,38.73967,-85.37652,0.0,0.0,IN
AMERICAN HUEY 369,HISTORY MUSEUM,40.75749,-86.07178,378880.0,285728.0,IN
